Id,Brand_Name,Generic_Name,Is_Opioid
1775,Rosadan,Metronidazole,
1776,Methoxsalen,"Methoxsalen, Rapid",
1777,Ec-Naprosyn,Naproxen,
1778,Advocate Syringes,"Syringe & Needle,insulin,1 Ml",
1779,Mircette,Desog-E.Estradiol/E.Estradiol,
1780,Hepatamine,Amino Acids 8 %,
1781,Flebogamma Dif,Immun Glob G(Igg)/Sorb/Iga 50+,
1782,Ceftazidime,Ceftazidime In Dextrose5%water,
1783,Tricare,Prenatal #103/Iron Fumarate/Fa,
1784,Trinatal Gt,Prenatal Vit 16/Iron Cb/Fa/Dss,
1785,Margesic,Butalb/Acetaminophen/Caffeine,
1786,Pretab,Prenatal Vit No.78/Iron/Fa,
1787,Introvale,Levonorgestrel-Ethin Estradiol,
1788,Zenatane,Isotretinoin,
1789,Drospirenone-Eth Estra-Levomef,Drospir/Eth Estra/Levomefol Ca,
1790,Oscimin Sl,Hyoscyamine Sulfate,
1791,Vol-Plus,"Prenatal Vit,cal 74/Iron/Folic",
1792,Clindacin P,Clindamycin Phosphate,
1793,Mycophenolate Mofetil,Mycophenolate Mofetil Hcl,
1794,Bavencio,Avelumab,
1795,Metyrosine,Metyrosine,
1796,Ultra Flo Pen Needle,"Pen Needle, Diabetic",
1797,Lo-Zumandimine,Ethinyl Estradiol/Drospirenone,
1798,Lupkynis,Voclosporin,
1799,Ulticare Safety Pen Needle,"Pen Needle, Diabetic, Safety",
1800,Linezolid-0.9% Nacl,Linezolid In 0.9% Sodium Chlor,
1801,Dacogen,Decitabine,
1802,Sski,Potassium Iodide,
1803,Tazicef,Ceftazidime Pentahydrate,
1804,Phoslo,Calcium Acetate,
1805,Desogen,Desogestrel-Ethinyl Estradiol,
1806,Tpn Electrolytes,Sodium/K+/Mag/Ca/Chlor/Acetate,
1807,Vayacog,Phospserin/Omega-3/Dha/Epa,
1808,Luxiq,Betamethasone Valerate,
1809,Duramorph,Morphine Sulfate/Pf,true
1810,Adcetris,Brentuximab Vedotin,
1811,Ziac,Bisoprol/Hydrochlorothiazide,
1812,Pro Comfort Insulin Syringe,"Syringe And Needle,insulin,1ml",
1813,Tetracaine Hcl,Tetracaine Hcl/Pf,
1814,Vitafol-Ob,Prenatal Vit 10/Iron Fum/Folic,
1815,Virt-Nate Dha,Pnv 11/Iron Fum/Folic Acid/Om3,
1816,Ruxience,Rituximab-Pvvr,
1817,Camzyos,Mavacamten,
1818,Allegra-D 24 Hour,Fexofenadine/Pseudoephedrine,
1819,Foltrate,Cyanocobalamin/Folic Acid,
1820,Pnv-Select,Pnv W-Ca #40/Iron Fum/Fa Cmb#1,
1821,Calcitrene,Calcipotriene,
1822,Cataflam,Diclofenac Potassium,
1823,Complete Natal Dha,Pnv2/Iron B-G Suc-P/Fa/Omega-3,
1824,Cleocin Phosphate In D5w,Clindamycin Phosphate/D5w,
1825,Aminosyn,Parenteral Amino Acid 10% No.2,
1826,Pnv-Select,"Prenatal,calc.40/Iron/Folate 1",
1827,Questran Light,Cholestyramine/Aspartame,
1828,Otovel,Ciprofloxacin Hcl/Fluocinolone,
1829,Daptacel Dtap,"Diph,pertuss(Acell),tet Ped/Pf",
1830,Phesgo,Pertuzumab-Trastuzumab-Hy-Zzxf,
1831,Proferrin-Forte,Fe Heme Polypeptide/Folic Acid,
1832,Retrovir,Zidovudine,
1833,Gardasil,"Human Papilomvirus Vac,qval/Pf",
1834,Podiapn,Vit B6/Me-Thfolate/Me-B12/Ala,
1835,Hepagam B,Hepatitis B Immun Glob/Maltose,
1836,Precision,"Syring W-Ndl,disp,insul,0.3 Ml",
1837,Foscarnet Sodium,Foscarnet Sodium,
1838,Khedezla,Desvenlafaxine,
1839,Nestabs Dha,Prenatal 87/Iron Bis/Folic/Dha,
1840,Mvc-Fluoride,Pedi Multivit No.12 W-Fluoride,
1841,Oxacillin,Oxacillin In Dextrose(Iso-Osm),
1842,Exondys 51,Eteplirsen,
1843,Herzuma,Trastuzumab-Pkrb,
1844,Loestrin,Norethindrone A-E Estradiol,
1845,Cytogam,Cytomegalovirus Immune Glob,
1846,Fludarabine Phosphate,Fludarabine Phosphate,
1847,Vitafol-Ob,Prenatal Vit Comb.10/Iron/Fa,
1848,Zithromax Tri-Pak,Azithromycin,
1849,Virt-Pn,Pnv W-Ca #40/Iron Fum/Fa Cmb#1,
1850,Clinimix E,Aa 5 %/Calcium/Lytes/Dext 25 %,
1851,Portrazza,Necitumumab,
1852,Virt-Pn Dha,Multivit 47/Iron/Folate 1/Dha,
1853,Oriahnn,Elagolix/Estradiol/Norethindrn,
1854,Orphengesic Forte,Orphenadrine/Aspirin/Caffeine,
1855,Luer-Lok Syringe,"Syringe,insulin,needless 1 Ml",
1856,Millipred,Prednisolone Sod Phosphate,
1857,Zyban,Bupropion Hcl,
1858,Nexa Plus,Pnv53/Iron Fum/Fa/Docusate/Dha,
1859,Dopamine Hcl In 5% Dextrose,Dopamine Hcl/D5w,
1860,Prenate Mini,Prenatal Vit No.44/Iron/Fa/Dha,
1861,Provida Ob,"Prenatal Vit#65/Iron Fum,ps/Fa",
1862,Taperdex,Dexamethasone,
1863,Plasma-Lyte A Ph 7.4,Electrolyte-A Solution,
1864,Ob Complete Petite,Prenatal56/Iron/Folic Acid/Dha,
1865,Temixys,Lamivudine/Tenofovir Disop Fum,
1866,Kinrix,"Diph,pertus(Acel),tet,polio/Pf",
1867,Desferal,Deferoxamine Mesylate,
1868,Elimite,Permethrin,
1869,Citranatal Dha,Pnv22/Iron Cbn&gluc/Fa/Dss/Dha,
1870,Flagyl Er,Metronidazole,
1871,Select-Ob,Prenatal No.13/Iron Ps/Fa Cb#1,
1872,Arzerra,Ofatumumab,
1873,Centany At,Mupirocin,
1874,Ob Complete,"Iron,carbonyl/Fa/Multivit-Min",
1875,Multi-Vitamin With Fluoride,Pedi M.Vit No.17 With Fluoride,
1876,Utira-C,Mth/Me Blue/Sod Phos/Phen/Hyos,
1877,Virt-Pn Plus,Mv-Mins 71/Iron/Folic No.1/Dha,
1878,Suprenza Odt,Phentermine Hcl,
1879,Accuneb,Albuterol Sulfate,
1880,Virt-Vite Gt,Prenatal Vit 16/Iron Cb/Fa/Dss,
1881,Taron-Prex Prenatal,Pnv 39/Iron/Folic/Docusate/Dha,
1882,Tozal,"Mv, Min Cmb#22/Lut/Om3/Dha/Epa",
1883,Prena1,Prenatal No.25/Iron/Fa #6/Dha,
1884,Foltanx,Mecobal/Levomefolat Ca/B6 Phos,
1885,Prenatal 19,Pnv115/Iron Fumarate/Fa/Dss,
1886,Clindamycin Phos-Tretinoin,Clindamycin/Tretinoin,
1887,Sylvant,Siltuximab,
1888,Nyvepria,Pegfilgrastim-Apgf,
1889,Vsl#3 Ds,Lact Cmb2/S.Thermophl/Bif Cmb1,
1890,Axid,Nizatidine,
1891,Umecta Pd,Urea,
1892,Bp 10-1,Sulfacetamide Sodium/Sulfur,
1893,Vit 3,Om-3/Dha/Epa/B12/Fa/B6/Phytost,
1894,Cefotetan & Dextrose,"Cefotetan Disod/Dextrose,iso",
1895,Ob Complete One,Pn85/Iron Cb&asp G/Fa/Dha/Fish,
1896,Diethylpropion Hcl Er,Diethylpropion Hcl,
1897,Hematogen Forte,Iron Fumarate/Vit C/Vit B12/Fa,
1898,Aristospan,Triamcinolone Hexacetonide,
1899,Penicillin G Procaine,Penicillin G Procaine,
1900,Caffeine Citrate,Caffeine Citrate,
1901,Naropin,Ropivacaine Hcl/Pf,
1902,Analpram Hc,Hydrocortisone/Pramoxine,
1903,Tis-U-Sol Pentalyte,"Sod,pot Chlor/Mag/Sod,pot Phos",
1904,Insulin Degludec Pen (U-200),Insulin Degludec,
1905,First-Duke's,Nystatin/Hydrocortisone/Diphen,
1906,Myxredlin,Insulin Regular In 0.9 % Nacl,
1907,Estrasorb,Estradiol,
1908,Sensorcaine-Mpf,Bupivacaine Hcl/Pf,
1909,Armonair Respiclick,Fluticasone Propionate,
1910,Yondelis,Trabectedin,
1911,Uro-Mp,Meth/Meblue/Sod Phos/Psal/Hyos,
1912,Valturna,Aliskiren/Valsartan,
1913,Acetasol Hc,Hydrocortisone/Acetic Acid,
1914,Nityr,Nitisinone,
1915,Hemenatal Ob + Dha,Pnv Combo #22/Iron/Fa/Om3/Dha,
1916,Tl-Hem 150,"Iron,carb/Dss/B12if/Fa/Mv-Mn",
1917,Maxi-Comfort,"Syring W-Ndl,disp,insul,0.5 Ml",
1918,Truseltiq,Infigratinib Phosphate,
1919,Extra-Virt Plus Dha,Prenatal #57/Iron/Fa/Dss/Dha,
1920,Tristart Dha,Prenatal No.93/Iron/Fa #9/Dha,
1921,Clinimix,Amino Acid 4.25 %/Dextrose 25%,
1922,Tussionex,Hydrocodone/Chlorphen P-Stirex,
1923,Sorbitol,Sorbitol Solution,
1924,Nystatin,Nystatin,
1925,Sertraline Hcl,Sertraline Hcl,
1926,Simvastatin,Simvastatin,
1927,Acyclovir,Acyclovir,
1928,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,
1929,Metoprolol Succinate,Metoprolol Succinate,
1930,Amlodipine Besylate,Amlodipine Besylate,
1931,Atenolol,Atenolol,
1932,Glimepiride,Glimepiride,
1933,Megestrol Acetate,Megestrol Acetate,
1934,Meloxicam,Meloxicam,
1935,Ranitidine Hcl,Ranitidine Hcl,
1936,Tizanidine Hcl,Tizanidine Hcl,
1937,Triamcinolone Acetonide,Triamcinolone Acetonide,
1938,Zolpidem Tartrate,Zolpidem Tartrate,
1939,Alclometasone Dipropionate,Alclometasone Dipropionate,
1940,Desonide,Desonide,
1941,Citalopram Hbr,Citalopram Hydrobromide,
1942,Levofloxacin,Levofloxacin,
1943,Morphine Sulfate,Morphine Sulfate,true
1944,Fluoxetine Hcl,Fluoxetine Hcl,
1945,Forteo,Teriparatide,
1946,Ketoprofen,Ketoprofen,
1947,Sulfasalazine,Sulfasalazine,
1948,Benazepril Hcl,Benazepril Hcl,
1949,Glyburide-Metformin Hcl,Glyburide/Metformin Hcl,
1950,Humulin R,"Insulin Regular, Human",
1951,Promethazine Hcl,Promethazine Hcl,
1952,Welchol,Colesevelam Hcl,
1953,Carisoprodol,Carisoprodol,
1954,Epipen 2-Pak,Epinephrine,
1955,Klor-Con M20,Potassium Chloride,
1956,Pramipexole Dihydrochloride,Pramipexole Di-Hcl,
1957,Digox,Digoxin,
1958,Enulose,Lactulose,
1959,Latanoprost,Latanoprost,
1960,Rivastigmine,Rivastigmine Tartrate,
1961,Diltiazem 24hr Er,Diltiazem Hcl,
1962,Ondansetron Hcl,Ondansetron Hcl,
1963,Clarithromycin,Clarithromycin,
1964,Bumetanide,Bumetanide,
1965,Diovan Hct,Valsartan/Hydrochlorothiazide,
1966,Theophylline Anhydrous,Theophylline Anhydrous,
1967,Amiloride Hcl,Amiloride Hcl,
1968,Avinza,Morphine Sulfate,true
1969,Levocarnitine,Levocarnitine (With Sugar),
1970,Carbidopa-Levodopa Er,Carbidopa/Levodopa,
1971,Fludrocortisone Acetate,Fludrocortisone Acetate,
1972,Cromolyn Sodium,Cromolyn Sodium,
1973,Androgel,Testosterone,
1974,Nisoldipine,Nisoldipine,
1975,Exemestane,Exemestane,
1976,Haloperidol,Haloperidol,
1977,Nitrofurantoin,Nitrofurantoin Macrocrystal,
1978,Toviaz,Fesoterodine Fumarate,
1979,Vagifem,Estradiol,
1980,Niacin Er,Niacin,
1981,Theo-24,Theophylline Anhydrous,
1982,Peg-3350 And Electrolytes,"Peg 3350/Na Sulf,bicarb,cl/Kcl",
1983,Trilyte With Flavor Packets,Sodium Chloride/Nahco3/Kcl/Peg,
1984,Isentress,Raltegravir Potassium,
1985,Norvir,Ritonavir,
1986,Prezista,Darunavir Ethanolate,
1987,Sildenafil,Sildenafil Citrate,
1988,Brimonidine Tartrate,Brimonidine Tartrate,
1989,Taclonex,Calcipotriene/Betamethasone,
1990,Tretinoin,Tretinoin,
1991,Natazia,Estradiol Valerate/Dienogest,
1992,Apriso,Mesalamine,
1993,Finacea,Azelaic Acid,
1994,Prevalite,Cholestyramine/Aspartame,
1995,Benzonatate,Benzonatate,
1996,Epzicom,Abacavir Sulfate/Lamivudine,
1997,Flurbiprofen,Flurbiprofen,
1998,Novolog Mix 70-30 Flexpen,Insuln Asp Prt/Insulin Aspart,
1999,Pindolol,Pindolol,
2000,Thioridazine Hcl,Thioridazine Hcl,
2001,Aciphex,Rabeprazole Sodium,
2002,Peg-3350 With Flavor Packs,Sodium Chloride/Nahco3/Kcl/Peg,
2003,Amantadine,Amantadine Hcl,
2004,Lorazepam Intensol,Lorazepam,
2005,Novolin N,"Nph, Human Insulin Isophane",
2006,Erythromycin,Erythromycin Base,
2007,Galantamine Hbr,Galantamine Hbr,
2008,Lamivudine,Lamivudine,
2009,Trizivir,Abacavir/Lamivudine/Zidovudine,
2010,Desloratadine,Desloratadine,
2011,Lotrel,Amlodipine Besylate/Benazepril,
2012,Ciclopirox,Ciclopirox Olamine,
2013,Humulin N,"Nph, Human Insulin Isophane",
2014,Vimpat,Lacosamide,
2015,Cambia,Diclofenac Potassium,
2016,Edecrin,Ethacrynic Acid,
2017,Cimzia,Certolizumab Pegol,
2018,Sumatriptan,Sumatriptan,
2019,Lortab,Hydrocodone/Acetaminophen,true
2020,Lotemax,Loteprednol Etabonate,
2021,Plavix,Clopidogrel Bisulfate,
2022,Keppra,Levetiracetam,
2023,Lamictal,Lamotrigine,
2024,Gavilyte-N,Sodium Chloride/Nahco3/Kcl/Peg,
2025,Epitol,Carbamazepine,
2026,Atovaquone-Proguanil Hcl,Atovaquone/Proguanil Hcl,
2027,Sure Comfort,"Needles, Insulin Disposable",
2028,Fluorouracil,Fluorouracil,
2029,Mexiletine Hcl,Mexiletine Hcl,
2030,Elidel,Pimecrolimus,
2031,Novofine Autocover,"Needles, Insulin Disp., Safety",
2032,Risperdal Consta,Risperidone Microspheres,
2033,Actos,Pioglitazone Hcl,
2034,Baraclude,Entecavir,
2035,Clobetasol Emollient,Clobetasol Propionate/Emoll,
2036,Dulera,Mometasone/Formoterol,
2037,Fortical,"Calcitonin,salmon,synthetic",
2038,Angeliq,Drospirenone/Estradiol,
2039,Perindopril Erbumine,Perindopril Erbumine,
2040,Budeprion Xl,Bupropion Hcl,
2041,Clomipramine Hcl,Clomipramine Hcl,
2042,Methyclothiazide,Methyclothiazide,
2043,Ulticare,"Needles, Insulin Disposable",
2044,Neupogen,Filgrastim,
2045,Hectorol,Doxercalciferol,
2046,Levocarnitine,Levocarnitine,
2047,Polymyxin B Sul-Trimethoprim,Polymyxin B Sulf/Trimethoprim,
2048,Aubagio,Teriflunomide,
2049,Gammagard Liquid,"Immune Globulin,gamma(Igg)",
2050,Ery-Tab,Erythromycin Base,
2051,Estradiol-Norethindrone Acetat,Estradiol/Norethindrone Acet,
2052,Bromocriptine Mesylate,Bromocriptine Mesylate,
2053,Chlorzoxazone,Chlorzoxazone,
2054,Nifediac Cc,Nifedipine,
2055,Prepopik,Sod Picosulf/Mag Ox/Citric Ac,
2056,Relistor,Methylnaltrexone Bromide,
2057,Epinastine Hcl,Epinastine Hcl,
2058,Gavilyte-G,"Peg 3350/Na Sulf,bicarb,cl/Kcl",
2059,Haloperidol Decanoate 100,Haloperidol Decanoate,
2060,Fusilev,Levoleucovorin Calcium,
2061,Herceptin,Trastuzumab,
2062,Oxaliplatin,Oxaliplatin,
2063,Sancuso,Granisetron,
2064,Flovent Diskus,Fluticasone Propionate,
2065,Xolair,Omalizumab,
2066,Zemaira,Alpha-1-Proteinase Inhibitor,
2067,Oxycodone Hcl-Aspirin,Oxycodone Hcl/Aspirin,true
2068,Cenestin,"Estrogens,conj.,synthetic A",
2069,Twynsta,Telmisartan/Amlodipine,
2070,Bacitracin-Polymyxin,Bacitracin/Polymyxin B Sulfate,
2071,Prolensa,Bromfenac Sodium,
2072,Lamivudine-Zidovudine,Lamivudine/Zidovudine,
2073,Epivir,Lamivudine,
2074,Folcaps,Cyanocobalamin/Fa/Pyridoxine,
2075,Mirapex Er,Pramipexole Di-Hcl,
2076,Oxytrol,Oxybutynin,
2077,Kenalog,Triamcinolone Acetonide,
2078,Clozaril,Clozapine,
2079,Jakafi,Ruxolitinib Phosphate,
2080,Neurontin,Gabapentin,
2081,Azasite,Azithromycin,
2082,Istalol,Timolol Maleate,
2083,Levofloxacin-D5w,Levofloxacin/D5w,
2084,Boniva,Ibandronate Sodium,
2085,Megace Es,Megestrol Acetate,
2086,Oxistat,Oxiconazole Nitrate,
2087,Camila,Norethindrone,
2088,Intermezzo,Zolpidem Tartrate,
2089,Ondansetron Hcl,Ondansetron Hcl/Pf,
2090,Kristalose,Lactulose,
2091,Alyacen,Norethindrone-Ethinyl Estrad,
2092,Imipramine Pamoate,Imipramine Pamoate,
2093,Necon,Norethindrone-Ethinyl Estrad,
2094,Dicloxacillin Sodium,Dicloxacillin Sodium,
2095,Potiga,Ezogabine,
2096,Buprenex,Buprenorphine Hcl,true
2097,Nulytely With Flavor Packs,Sodium Chloride/Nahco3/Kcl/Peg,
2098,Ultra Comfort,"Syr W-Ndl,ins 0.3 Ml Half Mark",
2099,Testim,Testosterone,
2100,Chlordiazepoxide Hcl,Chlordiazepoxide Hcl,
2101,Innopran Xl,Propranolol Hcl,
2102,Halog,Halcinonide,
2103,Buproban,Bupropion Hcl,
2104,Abilify Discmelt,Aripiprazole,
2105,Evoxac,Cevimeline Hcl,
2106,Treximet,Sumatriptan Succ/Naproxen Sod,
2107,Xanax,Alprazolam,
2108,Rocaltrol,Calcitriol,
2109,Stalevo 100,Carbidopa/Levodopa/Entacapone,
2110,Stalevo 200,Carbidopa/Levodopa/Entacapone,
2111,Kadian,Morphine Sulfate,true
2112,Glyset,Miglitol,
2113,Sodium Fluoride,Sodium Fluoride,
2114,Stribild,Elvitegr/Cobicist/Emtric/Tenof,
2115,Zyvox,Linezolid,
2116,Gelnique,Oxybutynin Chloride,
2117,Intralipid,Fat Emulsions,
2118,Dexedrine,Dextroamphetamine Sulfate,
2119,Fortesta,Testosterone,
2120,Carbinoxamine Maleate,Carbinoxamine Maleate,
2121,Papaverine Hcl,Papaverine Hcl,
2122,Climara Pro,Estradiol/Levonorgestrel,
2123,Zyprexa Zydis,Olanzapine,
2124,Eurax,Crotamiton,
2125,Havrix,Hepatitis A Virus Vaccine/Pf,
2126,Menveo A-C-Y-W-135-Dip,"Mening Vac A,c,y,w-135 Dip/Pf",
2127,Teveten,Eprosartan Mesylate,
2128,Clindagel,Clindamycin Phosphate,
2129,Nilandron,Nilutamide,
2130,Klor-Con-Ef,Potassium Bicarbonate/Cit Ac,
2131,Viramune,Nevirapine,
2132,Prevident 5000 Enamel Protect,Sodium Fluoride/Pot Nitrate,
2133,Tri-Linyah,Norgestimate-Ethinyl Estradiol,
2134,Proctocream-Hc,Hydrocortisone,
2135,Vasotec,Enalapril Maleate,
2136,Cycloset,Bromocriptine Mesylate,
2137,Bactroban,Mupirocin Calcium,
2138,Acuvail,Ketorolac Tromethamine/Pf,
2139,Activella,Estradiol/Norethindrone Acet,
2140,Zofran Odt,Ondansetron,
2141,Lindane,Lindane,
2142,Nardil,Phenelzine Sulfate,
2143,Zyloprim,Allopurinol,
2144,V-C Forte,Multivitamins With Min No.7/Fa,
2145,Vancocin Hcl,Vancomycin Hcl,
2146,Hydromorphone Hcl,Hydromorphone Hcl/Pf,true
2147,Opium Tincture,Opium Tincture,true
2148,Vusion,Miconazole Nitrate/Zinc Ox/Pet,
2149,Cytra-3,Sod/Pot/K Cit/Sod Cit/Cit Acid,
2150,Pletal,Cilostazol,
2151,Trifluridine,Trifluridine,
2152,Aplenzin,Bupropion Hbr,
2153,Colyte With Flavor Packs,"Peg 3350/Na Sulf,bicarb,cl/Kcl",
2154,Mobic,Meloxicam,
2155,Kapvay,Clonidine Hcl,
2156,Zyclara,Imiquimod,
2157,Trueplus Insulin Syringe,"Syring W-Ndl,disp,insul,0.5ml",
2158,Daypro,Oxaprozin,
2159,Demadex,Torsemide,
2160,Iopidine,Apraclonidine Hcl,
2161,Prudoxin,Doxepin Hcl,
2162,Tazorac,Tazarotene,
2163,Oleptro Er,Trazodone Hcl,
2164,Droxia,Hydroxyurea,
2165,Talwin,Pentazocine Lactate,true
2166,Tinidazole,Tinidazole,
2167,Etidronate Disodium,Etidronate Disodium,
2168,Lotensin Hct,Benazepril/Hydrochlorothiazide,
2169,Altavera,Levonorgestrel-Eth Estradiol,
2170,Protonix Iv,Pantoprazole Sodium,
2171,Binosto,Alendronate Sodium,
2172,Haldol Decanoate 100,Haloperidol Decanoate,
2173,Exelon,Rivastigmine Tartrate,
2174,Alprostadil,Alprostadil,
2175,Claravis,Isotretinoin,
2176,Minipress,Prazosin Hcl,
2177,Elestat,Epinastine Hcl,
2178,Potassium Chl-Normal Saline,Potassium Chloride In 0.9%nacl,
2179,Atropine Care,Atropine Sulfate,
2180,Methadone Intensol,Methadone Hcl,true
2181,Femcon Fe,Noreth-Ethinyl Estradiol/Iron,
2182,Anadrol-50,Oxymetholone,
2183,Healthy Accents Unifine Pentip,"Needles, Insulin Disposable",
2184,Thermazene,Silver Sulfadiazine,
2185,Gentamicin Sulfate In Ns,"Gentamicin In Nacl, Iso-Osm",
2186,Strovite Plus,"Multivit, Iron, Min #6, Fa",
2187,Integra Plus,Iron Fum & P/Fa/Vit B & C No.9,
2188,Prenatabs Fa,Prenatal Vit No.78/Iron/Fa,
2189,Dobutamine Hcl In Dextrose,Dobutamine Hcl/D5w,
2190,Edex,Alprostadil,
2191,Caprelsa,Vandetanib,
2192,Mavik,Trandolapril,
2193,Hexalen,Altretamine,
2194,Erbitux,Cetuximab,
2195,Vidaza,Azacitidine,
2196,Eligard,Leuprolide Acetate,
2197,Potassium Acetate,Potassium Acetate,
2198,Cerefolin,Vit B12/Lmefolate Ca/Vit B6/B2,
2199,Vanishpoint,"Syringe & Needle,insulin,1 Ml",
2200,Tolterodine Tartrate Er,Tolterodine Tartrate,
2201,Novolin 70-30,Insulin Nph Hum/Reg Insulin Hm,
2202,Omega-3 Acid Ethyl Esters,Omega-3 Acid Ethyl Esters,
2203,Rabeprazole Sodium,Rabeprazole Sodium,
2204,Telmisartan,Telmisartan,
2205,Lithium Carbonate Er,Lithium Carbonate,
2206,Surmontil,Trimipramine Maleate,
2207,Easy Touch,"Syring W-Ndl,disp,insul,0.3 Ml",
2208,Sure Comfort,"Syring W-Ndl,disp,insul,0.3 Ml",
2209,Propafenone Hcl Er,Propafenone Hcl,
2210,Diltiazem 12hr Er,Diltiazem Hcl,
2211,Enskyce,Desogestrel-Ethinyl Estradiol,
2212,Humulin 70/30 Kwikpen,Insulin Nph Hum/Reg Insulin Hm,
2213,Nimodipine,Nimodipine,
2214,Hydromet,Hydrocodone Bit/Homatrop Me-Br,
2215,Desvenlafaxine Er,Desvenlafaxine,
2216,Mycophenolic Acid,Mycophenolate Sodium,
2217,Nephrocaps,B Complex & C No.20/Folic Acid,
2218,Ceftazidime,Ceftazidime,
2219,Enpresse,Levonorgestrel-Ethin Estradiol,
2220,Opana,Oxymorphone Hcl,true
2221,Dantrium,Dantrolene Sodium,
2222,Safetyglide Insulin Syringe,"Syring W-Ndl,disp,insul,0.3 Ml",
2223,Invokamet,Canagliflozin/Metformin Hcl,
2224,Marplan,Isocarboxazid,
2225,Brisdelle,Paroxetine Mesylate,
2226,Ulticare,"Syring W-Ndl,disp,insul,0.3 Ml",
2227,Drospirenone-Ethinyl Estradiol,Ethinyl Estradiol/Drospirenone,
2228,Buphenyl,Sodium Phenylbutyrate,
2229,Lessina,Levonorgestrel-Ethin Estradiol,
2230,Pramosone,Hydrocortisone/Pramoxine,
2231,Zykadia,Ceritinib,
2232,Taron-C Dha,Pnv#16/Iron Fum & Ps/Fa/Om-3,
2233,Tetanus Toxoid Adsorbed,"Tetanus Toxoid, Adsorbed/Pf",
2234,Sinemet 25-250,Carbidopa/Levodopa,
2235,Tri-Legest Fe,Norethindrone-E.Estradiol-Iron,
2236,Calcipotriene-Betamethasone Dp,Calcipotriene/Betamethasone,
2237,Veregen,Sinecatechins,
2238,Naprosyn,Naproxen,
2239,Heparin Sodium,"Heparin Sodium,porcine/Pf",
2240,Carisoprodol Compound-Codeine,Codeine/Carisoprodol/Aspirin,true
2241,Ultilet Insulin Syringe,"Syring W-Ndl,disp,insul,0.3 Ml",
2242,Ferriprox,Deferiprone,
2243,Salacyn,Salicylic Acid,
2244,Menomune-A-C-Y-W-135,"Meningococ Vac A,c,y,w-135/Pf",
2245,Novolog Mix 70-30 Flexpen,Insulin Aspart Protam & Aspart,
2246,Humalog Mix 75-25,Insulin Lispro Protamin/Lispro,
2247,Pen Needles,"Pen Needle, Diabetic",
2248,Ulticare,"Pen Needle, Diabetic",
2249,Easy Comfort Pen Needles,"Pen Needle, Diabetic",
2250,Novotwist,"Pen Needle, Diabetic",
2251,Plegridy Pen,Peginterferon Beta-1a,
2252,Ultra Comfort,"Syringe And Needle,insulin,1ml",
2253,Repatha Sureclick,Evolocumab,
2254,Ofev,Nintedanib Esylate,
2255,Bivigam,Immun Glob G (Igg)/Gly/Iga 50+,
2256,Sure Comfort,"Syringe And Needle,insulin,1ml",
2257,K-Sol,Potassium Chloride,
2258,Lite Touch,"Pen Needle, Diabetic",
2259,1st Tier Unifine Pentips Plus,"Pen Needle, Diabetic",
2260,Proair Respiclick,Albuterol Sulfate,
2261,Rasuvo,Methotrexate/Pf,
2262,Zontivity,Vorapaxar Sulfate,
2263,Auryxia,Ferric Citrate,
2264,Desogestrel-Ethinyl Estradiol,Desogestrel-Ethinyl Estradiol,
2265,Amino Acids,Parenteral Amino Acid 15% No.1,
2266,Virt-Pn Dha,Pnv Combo#47/Iron/Fa #1/Dha,
2267,Pimtrea,Desog-E.Estradiol/E.Estradiol,
2268,Solodyn,Minocycline Hcl,
2269,Pristiq,Desvenlafaxine Succinate,
2270,Viibryd,Vilazodone Hcl,
2271,Novolog Mix 70-30,Insulin Aspart Prot/Insuln Asp,
2272,Gavilyte-C,"Peg3350/Sod Sulf,bicarb,cl/Kcl",
2273,Zerbaxa,Ceftolozane/Tazobactam,
2274,Xeljanz Xr,Tofacitinib Citrate,
2275,Veltassa,Patiromer Calcium Sorbitex,
2276,Ultra Comfort,"Syringe-Needle,insulin,0.5 Ml",
2277,Alogliptin,Alogliptin Benzoate,
2278,Advocate Syringes,"Syring-Needl,disp,insul,0.3 Ml",
2279,Ninlaro,Ixazomib Citrate,
2280,Tolak,Fluorouracil,
2281,Dermasilkrx Diclopak,Diclofenac/Capsicum Oleoresin,
2282,Prevnar 13,Pneumoc 13-Val Conj-Dip Crm/Pf,
2283,Ulticare,"Syringe-Needle,insulin,0.5 Ml",
2284,Tagrisso,Osimertinib Mesylate,
2285,Multitrace-5,Zinc Sulf/Cuso4 P-Hyd/Mn/Cr/Se,
2286,Gammaked,Immune Globul G/Gly/Iga Avg 46,
2287,Safetyglide Insulin Syringe,"Syring-Needl,disp,insul,0.3 Ml",
2288,Blephamide,Sulfacetamide/Prednisolone,
2289,Rena-Vite Rx,Vit B Cmplx 3/Folic Ac/C/Biot,
2290,Lazanda,Fentanyl Citrate,true
2291,Citranatal Assure,"Pnv73/Iron,gluc/Folic/Dss/Dha",
2292,Cefepime,Cefepime In Iso-Osm Dextrose,
2293,Osmoprep,"Sod Phosphate Mbas/Na Phos,di-",
2294,Synera,Lidocaine/Tetracaine,
2295,Zyflo,Zileuton,
2296,Renal Caps,B Complex W-C No.20/Folic Acid,
2297,Tolcapone,Tolcapone,
2298,Neo-Synalar,Neomycin Sulfate/Fluocinolone,
2299,Sklice,Ivermectin,
2300,Monoject,"Syringe-Needle,insulin,0.5 Ml",
2301,Ultra-Thin Ii,"Pen Needle, Diabetic",
